id,major_min_score_2024,college_name_excel,major_name_excel,source_province
8064481,692.0,清华大学,社会科学试验班,湖北
8064482,692.0,清华大学,理科试验班类,湖北
8064483,692.0,清华大学,理科试验班类,湖北
8064484,692.0,清华大学,法学类,湖北
8064485,692.0,清华大学,建筑类,湖北
8064447,685.0,北京大学,工科试验班类,湖北
8064448,684.0,北京大学,理科试验班类,湖北
8064449,682.0,北京大学,理科试验班类,湖北
8064450,682.0,北京大学,理科试验班类,湖北
8064451,686.0,北京大学,理科试验班类,湖北
8064452,686.0,北京大学,文物保护技术,湖北
8064453,686.0,北京大学,数学类,湖北
8064454,686.0,北京大学,物理学类,湖北
8064455,691.0,北京大学,化学类,湖北
8064456,679.0,北京大学,天文学,湖北
8064457,681.0,北京大学,地球物理学类,湖北
8064458,687.0,北京大学,地质学类,湖北
8064459,681.0,北京大学,生物科学类,湖北
8064460,680.0,北京大学,电子信息类,湖北
8064461,691.0,北京大学,计算机类,湖北
8064462,679.0,北京大学,环境科学与工程类,湖北
8064463,679.0,北京大学,环境科学,湖北
8064464,679.0,北京大学,信息管理与信息系统,湖北
8064486,673.0,清华大学,工科试验班,湖北
8064487,673.0,清华大学,工科试验班,湖北
8064488,673.0,清华大学,工科试验班,湖北
8064489,613.0,清华大学,工科试验班,湖北
8064490,613.0,清华大学,工科试验班,湖北
8064491,613.0,清华大学,理科试验班,湖北
8064492,612.0,清华大学,理科试验班,湖北
8064493,672.0,清华大学,电子信息类,湖北
8064494,672.0,清华大学,自动化类,湖北
8064495,675.0,清华大学,计算机类,湖北
8064496,675.0,清华大学,土木类,湖北
8064497,673.0,清华大学,临床医学类,湖北
8064498,672.0,清华大学,临床医学类,湖北
8065088,655.0,上海交通大学,电子信息类,湖北
8065089,655.0,上海交通大学,人工智能,湖北
8065066,648.0,复旦大学,工科试验班,湖北
8065065,647.0,复旦大学,理科试验班,湖北
8058605,649.0,清华大学,理科试验班,湖北
8058606,645.0,清华大学,电子信息类,湖北
8065067,652.0,复旦大学,工科试验班,湖北
8065068,640.0,复旦大学,计算机科学与技术,湖北
8064499,640.0,清华大学,机械工程,湖北
8064500,626.0,清华大学,核工程与核技术,湖北
8064465,648.0,中国人民大学,金融学,湖北
8066695,630.0,上海交通大学医学院,临床医学,湖北
8066696,630.0,上海交通大学医学院,临床医学,湖北
8065069,633.0,复旦大学,工科试验班,湖北
8065070,630.0,复旦大学,工科试验班,湖北
8065071,634.0,复旦大学,工科试验班,湖北
8065072,629.0,复旦大学,工科试验班,湖北
8065073,630.0,复旦大学,软件工程,湖北
8058592,627.0,北京大学,心理学类,湖北
8066633,627.0,北京大学医学部,基础医学,湖北
8066634,628.0,北京大学医学部,临床医学,湖北
8066635,633.0,北京大学医学部,临床医学,湖北
8066636,628.0,北京大学医学部,口腔医学,湖北
8066637,630.0,北京大学医学部,口腔医学,湖北
8066638,627.0,北京大学医学部,预防医学,湖北
8066639,628.0,北京大学医学部,药学,湖北
8066690,588.0,复旦大学医学院,临床医学,湖北
8065074,624.0,复旦大学,自然科学试验班,湖北
8058607,623.0,清华大学,工科试验班,湖北
8058608,627.0,清华大学,工科试验班,湖北
8058609,628.0,清华大学,工科试验班,湖北
8058610,625.0,清华大学,工科试验班,湖北
8058611,624.0,清华大学,工科试验班,湖北
8058612,626.0,清华大学,理科试验班,湖北
8058613,632.0,清华大学,土木类,湖北
8058614,627.0,清华大学,临床医学类,湖北
8064466,627.0,中国人民大学,法学,湖北
8058593,482.0,北京大学,工科试验班类,湖北
8058594,482.0,北京大学,文物保护技术,湖北
8058595,482.0,北京大学,地球物理学类,湖北
8058596,482.0,北京大学,地质学类,湖北
8058597,622.0,北京大学,环境科学与工程类,湖北
8058598,622.0,北京大学,环境科学,湖北
8058599,628.0,北京大学,信息管理与信息系统,湖北
8066632,628.0,北京大学医学部,英语,湖北
8066640,627.0,北京大学医学部,医学技术类,湖北
8065064,625.0,复旦大学,经济学类,湖北
8058604,627.0,清华大学,建筑类,湖北
8065090,624.0,上海交通大学,经济管理试验班,湖北
8065091,629.0,上海交通大学,工科试验班类,湖北
8065092,625.0,上海交通大学,工科试验班类,湖北
8065093,622.0,上海交通大学,理科试验班类,湖北
8065094,624.0,上海交通大学,金融学,湖北
8065095,625.0,上海交通大学,机械类,湖北
8065096,627.0,上海交通大学,材料科学与工程,湖北
8065097,622.0,上海交通大学,船舶与海洋工程,湖北
8065098,622.0,上海交通大学,电子信息类,湖北
8065099,622.0,上海交通大学,电子信息类,湖北
8065075,618.0,复旦大学,经济管理试验班,湖北
8065375,619.0,浙江大学,工科试验班,湖北
8065376,617.0,浙江大学,工科试验班,湖北
8065377,615.0,浙江大学,工科试验班,湖北
8065378,614.0,浙江大学,工科试验班,湖北
8065379,615.0,浙江大学,工科试验班,湖北
8065380,614.0,浙江大学,理科试验班类,湖北
8065381,614.0,浙江大学,机器人工程,湖北
8058755,613.0,复旦大学,工科试验班,湖北
8058756,613.0,复旦大学,技术科学试验班,湖北
8058757,613.0,复旦大学,软件工程,湖北
8058758,612.0,复旦大学,生物医学工程,湖北
8065383,612.0,中国科学技术大学,工科试验班,湖北
8065384,614.0,中国科学技术大学,工科试验班,湖北
8065385,612.0,中国科学技术大学,理科试验班类,湖北
8065386,613.0,中国科学技术大学,理科试验班类,湖北
8065387,612.0,中国科学技术大学,数学类,湖北
8065388,612.0,中国科学技术大学,物理学类,湖北
8065389,612.0,中国科学技术大学,化学类,湖北
8065390,612.0,中国科学技术大学,空间科学与技术,湖北
8065391,614.0,中国科学技术大学,行星科学,湖北
8065392,620.0,中国科学技术大学,生物科学类,湖北
8065393,612.0,中国科学技术大学,材料类,湖北
8065394,613.0,中国科学技术大学,电子信息类,湖北
8065395,612.0,中国科学技术大学,计算机类,湖北
8065396,612.0,中国科学技术大学,网络空间安全,湖北
8065397,612.0,中国科学技术大学,核工程类,湖北
8065398,612.0,中国科学技术大学,环境科学与工程类,湖北
8065159,610.0,南京大学,技术科学试验班,湖北
8065160,609.0,南京大学,理科试验班类,湖北
8065161,612.0,南京大学,人工智能,湖北
8065162,609.0,南京大学,计算机科学与技术,湖北
8065163,612.0,南京大学,软件工程,湖北
8065164,621.0,南京大学,环境科学与工程类,湖北
8064474,617.0,中国人民大学,理科试验班类,湖北
8064475,609.0,中国人民大学,数学类,湖北
8064476,612.0,中国人民大学,数学类,湖北
8064477,613.0,中国人民大学,数学类,湖北
8064478,609.0,中国人民大学,统计学类,湖北
8064479,611.0,中国人民大学,人工智能,湖北
8064480,612.0,中国人民大学,计算机类,湖北
8065165,609.0,南京大学,工科试验班,湖北
8065166,607.0,南京大学,理科试验班类,湖北
8065167,607.0,南京大学,理科试验班类,湖北
8065168,607.0,南京大学,理科试验班,湖北
8065169,613.0,南京大学,电子信息类,湖北
8065170,612.0,南京大学,建筑类,湖北
8065171,614.0,南京大学,工业工程,湖北
8060050,614.0,清华大学,文科试验班类,湖北
8060051,611.0,清华大学,文科试验班类,湖北
8060052,607.0,清华大学,文科试验班类,湖北
8060053,607.0,清华大学,文科试验班类,湖北
8066612,607.0,中国科学院大学,数学与应用数学,湖北
8066613,607.0,中国科学院大学,物理学,湖北
8066614,607.0,中国科学院大学,化学,湖北
8066615,607.0,中国科学院大学,天文学,湖北
8066616,607.0,中国科学院大学,人文地理与城乡规划,湖北
8066617,607.0,中国科学院大学,生物科学,湖北
8066618,607.0,中国科学院大学,心理学,湖北
8066619,607.0,中国科学院大学,理论与应用力学,湖北
8066620,607.0,中国科学院大学,材料科学与工程,湖北
8066621,607.0,中国科学院大学,电气工程及其自动化,湖北
8066622,607.0,中国科学院大学,电子信息工程,湖北
8066623,607.0,中国科学院大学,人工智能,湖北
8066624,609.0,中国科学院大学,计算机科学与技术,湖北
8066625,607.0,中国科学院大学,网络空间安全,湖北
8066626,607.0,中国科学院大学,环境科学,湖北
8064467,602.0,中国人民大学,社会科学试验班,湖北
8064468,607.0,中国人民大学,经济学类,湖北
8064469,610.0,中国人民大学,财政学类,湖北
8064470,602.0,中国人民大学,财政学,湖北
8064471,611.0,中国人民大学,金融学类,湖北
8064472,613.0,中国人民大学,工商管理类,湖北
8064473,612.0,中国人民大学,人力资源管理,湖北
8059119,603.0,中国科学院大学,数学与应用数学,湖北
8059120,602.0,中国科学院大学,物理学,湖北
8059121,601.0,中国科学院大学,化学,湖北
8059122,601.0,中国科学院大学,材料科学与工程,湖北
8059123,601.0,中国科学院大学,人工智能,湖北
8058763,600.0,上海交通大学,工科试验班类,湖北
8058764,600.0,上海交通大学,工科试验班类,湖北
8064986,600.0,哈尔滨工业大学,工科试验班,湖北
8064987,600.0,哈尔滨工业大学,工科试验班,湖北
8064988,601.0,哈尔滨工业大学,工科试验班,湖北
8064989,601.0,哈尔滨工业大学,工科试验班,湖北
8064990,601.0,哈尔滨工业大学,工科试验班,湖北
8060017,600.0,北京大学,文科试验班类,湖北
8060018,601.0,北京大学,文科试验班类,湖北
8060019,596.0,北京大学,人文科学试验班,湖北
8060020,597.0,北京大学,哲学类,湖北
8060021,596.0,北京大学,经济学类,湖北
8060022,602.0,北京大学,法学,湖北
8060023,600.0,北京大学,社会学类,湖北
8060024,605.0,北京大学,中国语言文学类,湖北
8060025,596.0,北京大学,英语,湖北
8060026,599.0,北京大学,新闻传播学类,湖北
8060027,601.0,北京大学,历史学类,湖北
8060028,599.0,北京大学,考古学,湖北
8060029,596.0,北京大学,城乡规划,湖北
8060030,598.0,北京大学,工商管理类,湖北
8060031,602.0,北京大学,公共管理类,湖北
8060032,602.0,北京大学,图书馆学,湖北
8059127,594.0,复旦大学医学院,临床医学,湖北
8060698,599.0,北京大学医学部,英语,湖北
8066629,592.0,哈尔滨工业大学(深圳),工科试验班,湖北
8066630,592.0,哈尔滨工业大学(深圳),工科试验班,湖北
8066631,591.0,哈尔滨工业大学(深圳),工科试验班,湖北
8066698,593.0,浙江大学医学院,医学试验班类,湖北
8066699,594.0,浙江大学医学院,临床医学,湖北
8058843,591.0,中国科学技术大学,经济管理试验班,湖北
8058844,590.0,中国科学技术大学,工科试验班,湖北
8058845,589.0,中国科学技术大学,化学类,湖北
8058846,590.0,中国科学技术大学,行星科学,湖北
8058847,590.0,中国科学技术大学,生物科学类,湖北
8058848,601.0,中国科学技术大学,材料类,湖北
8058849,589.0,中国科学技术大学,核工程类,湖北
8058850,589.0,中国科学技术大学,环境科学与工程类,湖北
8060258,594.0,复旦大学,经济学类,湖北
8065076,591.0,同济大学,经济管理试验班,湖北
8065077,586.0,同济大学,工科试验班,湖北
8065078,591.0,同济大学,工科试验班,湖北
8065079,588.0,同济大学,工科试验班,湖北
8065080,589.0,同济大学,工科试验班,湖北
8065081,589.0,同济大学,工科试验班,湖北
8065082,591.0,同济大学,理科试验班,湖北
8058836,588.0,浙江大学,工科试验班,湖北
8058837,593.0,浙江大学,工科试验班,湖北
8058838,592.0,浙江大学,工科试验班,湖北
8058839,586.0,浙江大学,工科试验班,湖北
8058840,591.0,浙江大学,工科试验班,湖北
8058841,587.0,浙江大学,理科试验班类,湖北
8058842,586.0,浙江大学,理科试验班,湖北
8060033,588.0,中国人民大学,法学,湖北
8064519,591.0,北京航空航天大学,工科试验班类,湖北
8064520,589.0,北京航空航天大学,工科试验班类,湖北
8064521,589.0,北京航空航天大学,工科试验班类,湖北
8064522,590.0,北京航空航天大学,工科试验班类,湖北
8064523,585.0,北京航空航天大学,理科试验班类,湖北
8064524,586.0,北京航空航天大学,理科试验班类,湖北
8064525,587.0,北京航空航天大学,物理学,湖北
8064526,589.0,北京航空航天大学,微电子科学与工程,湖北
8064527,586.0,北京航空航天大学,人工智能,湖北
8064528,585.0,北京航空航天大学,计算机科学与技术,湖北
8060265,592.0,上海交通大学,法学试验班,湖北
8059479,582.0,清华大学,文科试验班类,湖北
8059480,582.0,清华大学,法学类,湖北
8065597,582.0,武汉大学,工科试验班,湖北
8065598,582.0,武汉大学,工科试验班,湖北
8065599,595.0,武汉大学,工科试验班,湖北
8065600,619.0,武汉大学,城乡规划,湖北
8064532,580.0,北京理工大学,经济管理试验班,湖北
8064533,580.0,北京理工大学,工科试验班,湖北
8064534,580.0,北京理工大学,工科试验班,湖北
8064535,580.0,北京理工大学,工科试验班,湖北
8064536,583.0,北京理工大学,工科试验班,湖北
8064537,583.0,北京理工大学,工科试验班,湖北
8064538,580.0,北京理工大学,工科试验班,湖北
8064539,616.0,北京理工大学,工科试验班,湖北
8064540,615.0,北京理工大学,理科试验班,湖北
8064541,612.0,北京理工大学,工业设计,湖北
8060259,581.0,复旦大学,社会科学试验班,湖北
8060260,580.0,复旦大学,人文科学试验班,湖北
8060261,580.0,复旦大学,法学,湖北
8060262,579.0,复旦大学,新闻学,湖北
8060047,579.0,中国人民大学,政治学、经济学与哲学,湖北
8059469,577.0,北京大学,文科试验班类,湖北
8059470,577.0,北京大学,人文科学试验班,湖北
8059471,576.0,北京大学,法学,湖北
8059472,577.0,北京大学,社会学类,湖北
8059473,576.0,北京大学,城乡规划,湖北
8059474,577.0,北京大学,公共管理类,湖北
8059128,573.0,上海交通大学医学院,医学试验班,湖北
8065613,573.0,武汉大学,临床医学,湖北
8065614,574.0,武汉大学,临床医学,湖北
8065615,573.0,武汉大学,口腔医学,湖北
8065616,579.0,武汉大学,口腔医学,湖北
8065617,579.0,武汉大学,口腔医学,湖北
8058600,590.0,中国人民大学,工商管理类,湖北
8065620,573.0,华中科技大学,数字经济,湖北
8065621,570.0,华中科技大学,传播学,湖北
8065622,577.0,华中科技大学,数学类,湖北
8065623,576.0,华中科技大学,物理学类,湖北
8065624,575.0,华中科技大学,物理学,湖北
8065625,574.0,华中科技大学,化学类,湖北
8065626,575.0,华中科技大学,生物科学,湖北
8065627,571.0,华中科技大学,机械类,湖北
8065628,577.0,华中科技大学,机械设计制造及其自动化,湖北
8065629,577.0,华中科技大学,机械设计制造及其自动化,湖北
8065630,581.0,华中科技大学,机械设计制造及其自动化,湖北
8065631,578.0,华中科技大学,材料成型及控制工程,湖北
8065632,582.0,华中科技大学,材料类,湖北
8065633,583.0,华中科技大学,能源动力类,湖北
8065634,575.0,华中科技大学,能源与动力工程,湖北
8065635,575.0,华中科技大学,能源与动力工程,湖北
8065636,574.0,华中科技大学,电气工程及其自动化,湖北
8065637,573.0,华中科技大学,电气工程及其自动化,湖北
8065638,572.0,华中科技大学,电气工程及其自动化,湖北
8065639,574.0,华中科技大学,电子信息类,湖北
8065640,572.0,华中科技大学,电子信息类,湖北
8065641,573.0,华中科技大学,电子信息工程,湖北
8065642,571.0,华中科技大学,光电信息科学与工程,湖北
8065643,572.0,华中科技大学,光电信息科学与工程,湖北
8065644,571.0,华中科技大学,光电信息科学与工程,湖北
8065645,570.0,华中科技大学,光电信息科学与工程,湖北
8065646,571.0,华中科技大学,集成电路设计与集成系统,湖北
8065647,571.0,华中科技大学,人工智能,湖北
8065648,571.0,华中科技大学,人工智能,湖北
8065649,570.0,华中科技大学,自动化类,湖北
8065650,574.0,华中科技大学,自动化类,湖北
8065651,572.0,华中科技大学,计算机类,湖北
8065652,570.0,华中科技大学,计算机类,湖北
8065653,578.0,华中科技大学,计算机科学与技术,湖北
8065654,579.0,华中科技大学,计算机科学与技术,湖北
8065655,574.0,华中科技大学,软件工程,湖北
8065656,574.0,华中科技大学,网络空间安全,湖北
8065657,572.0,华中科技大学,航空航天类,湖北
8065658,570.0,华中科技大学,环境科学与工程类,湖北
8065659,570.0,华中科技大学,管理科学与工程类,湖北
8065660,577.0,华中科技大学,临床医学,湖北
8065661,578.0,华中科技大学,临床医学,湖北
8065662,577.0,华中科技大学,临床医学,湖北
8065663,570.0,华中科技大学,口腔医学,湖北
8058835,570.0,浙江大学,社会科学试验班,湖北
8065936,569.0,中南大学,临床医学,湖北
8058616,567.0,北京航空航天大学,工科试验班类,湖北
8058617,567.0,北京航空航天大学,理科试验班类,湖北
8058783,567.0,南京大学,工科试验班,湖北
8058784,567.0,南京大学,技术科学试验班,湖北
8058785,567.0,南京大学,理科试验班类,湖北
8058786,567.0,南京大学,理科试验班类,湖北
8058787,567.0,南京大学,临床医学,湖北
8065607,567.0,武汉大学,计算机类,湖北
8065608,569.0,武汉大学,计算机类,湖北
8065609,567.0,武汉大学,计算机科学与技术,湖北
8065610,575.0,武汉大学,计算机科学与技术,湖北
8065611,569.0,武汉大学,网络空间安全,湖北
8065612,567.0,武汉大学,密码科学与技术,湖北
8060034,570.0,中国人民大学,社会科学试验班,湖北
8060035,581.0,中国人民大学,人文科学试验班,湖北
8060036,568.0,中国人民大学,人文科学试验班,湖北
8060037,580.0,中国人民大学,人文科学试验班,湖北
8060038,568.0,中国人民大学,经济学类,湖北
8060039,571.0,中国人民大学,财政学类,湖北
8060040,570.0,中国人民大学,金融学类,湖北
8060041,567.0,中国人民大学,社会学类,湖北
8060042,568.0,中国人民大学,新闻传播学类,湖北
8060043,569.0,中国人民大学,应用心理学,湖北
8060044,577.0,中国人民大学,工商管理类,湖北
8060045,567.0,中国人民大学,工商管理,湖北
8060046,567.0,中国人民大学,人力资源管理,湖北
8060048,567.0,中国人民大学,国际政治,湖北
8060049,567.0,中国人民大学,国际政治,湖北
8059478,576.0,中国人民大学,国际政治,湖北
8058601,569.0,中国人民大学,理科试验班类,湖北
8058602,569.0,中国人民大学,理科试验班,湖北
8058603,568.0,中国人民大学,数学类,湖北
8059505,573.0,复旦大学,新闻传播学类,湖北
8059506,567.0,复旦大学,历史学类,湖北
8066023,562.0,四川大学,临床医学,湖北
8066024,566.0,四川大学,临床医学,湖北
8066025,562.0,四川大学,口腔医学,湖北
8065382,565.0,浙江大学,工科试验班,湖北
8059475,563.0,中国人民大学,社会科学试验班,湖北
8059476,564.0,中国人民大学,应用心理学,湖北
8059477,585.0,中国人民大学,工商管理类,湖北
8064577,565.0,北京邮电大学,电子信息类,湖北
8064578,561.0,北京邮电大学,计算机类,湖北
8065601,568.0,武汉大学,工科试验班,湖北
8065602,566.0,武汉大学,工科试验班,湖北
8065603,565.0,武汉大学,工科试验班,湖北
8065604,560.0,武汉大学,电子信息类,湖北
8065605,561.0,武汉大学,遥感科学与技术,湖北
8065606,563.0,武汉大学,导航工程,湖北
8060323,569.0,浙江大学,社会科学试验班,湖北
8060324,560.0,浙江大学,社会科学试验班,湖北
8060325,559.0,浙江大学,人文科学试验班,湖北
8060326,562.0,浙江大学,外国语言文学类,湖北
8060327,560.0,浙江大学,新闻传播学类,湖北
8066642,559.0,中国人民大学(苏州校区),数学与应用数学,湖北
8064530,557.0,北京航空航天大学,工科试验班类,湖北
8064531,557.0,北京航空航天大学,理科试验班类,湖北
8066089,563.0,电子科技大学,工科试验班,湖北
8066090,559.0,电子科技大学,工科试验班,湖北
8066091,559.0,电子科技大学,电子信息类,湖北
8066092,559.0,电子科技大学,电子信息类,湖北
8066093,559.0,电子科技大学,微电子科学与工程,湖北
8066094,557.0,电子科技大学,集成电路设计与集成系统,湖北
8066095,557.0,电子科技大学,计算机类,湖北
8066096,560.0,电子科技大学,计算机科学与技术,湖北
8065172,558.0,东南大学,工科试验班,湖北
8065173,557.0,东南大学,工科试验班,湖北
8065174,569.0,东南大学,工科试验班,湖北
8065175,560.0,东南大学,理科试验班,湖北
8065176,561.0,东南大学,电子信息类,湖北
8065177,557.0,东南大学,集成电路设计与集成系统,湖北
8065178,564.0,东南大学,计算机类,湖北
8066691,566.0,复旦大学医学院,医学试验班,湖北
8066692,560.0,复旦大学医学院,基础医学,湖北
8066693,559.0,复旦大学医学院,临床医学,湖北
8066694,558.0,复旦大学医学院,口腔医学,湖北
8068857,558.0,天津医科大学,临床医学,湖北
8065083,559.0,同济大学,技术科学试验班,湖北
8065590,564.0,武汉大学,理科试验班,湖北
8065591,559.0,武汉大学,数学类,湖北
8065592,559.0,武汉大学,物理学类,湖北
8065593,567.0,武汉大学,化学类,湖北
8065594,564.0,武汉大学,化学类,湖北
8065595,558.0,武汉大学,生物科学类,湖北
8065596,557.0,武汉大学,生物科学,湖北
8066743,554.0,电子科技大学(沙河校区),软件工程,湖北
8066744,553.0,电子科技大学(沙河校区),软件工程,湖北
8059507,558.0,上海交通大学,人文科学试验班,湖北
8059508,555.0,上海交通大学,人文科学试验班,湖北
8065084,553.0,同济大学,医学试验班,湖北
8065085,558.0,同济大学,医学试验班,湖北
8065086,558.0,同济大学,临床医学,湖北
8065087,550.0,同济大学,机械类,湖北
8065585,553.0,武汉大学,经济学类,湖北
8065586,551.0,武汉大学,经济学,湖北
8065587,550.0,武汉大学,金融学类,湖北
8065588,558.0,武汉大学,法学,湖北
8065589,565.0,武汉大学,大数据管理与应用,湖北
8066253,550.0,西安交通大学,工科试验班,湖北
8066254,554.0,西安交通大学,工科试验班,湖北
8066255,553.0,西安交通大学,工科试验班,湖北
8066256,550.0,西安交通大学,工科试验班,湖北
8066257,550.0,西安交通大学,工科试验班,湖北
8066258,550.0,西安交通大学,工科试验班,湖北
8066259,550.0,西安交通大学,工科试验班,湖北
8066260,551.0,西安交通大学,工科试验班,湖北
8066261,550.0,西安交通大学,工科试验班,湖北
8066262,550.0,西安交通大学,理科试验班,湖北
8066263,555.0,西安交通大学,理科试验班,湖北
8066264,554.0,西安交通大学,物理学,湖北
8066265,555.0,西安交通大学,储能科学与工程,湖北
8066266,553.0,西安交通大学,电子科学与技术,湖北
8066267,551.0,西安交通大学,微电子科学与工程,湖北
8066268,551.0,西安交通大学,信息工程,湖北
8066269,551.0,西安交通大学,人工智能,湖北
8066270,557.0,西安交通大学,自动化,湖北
8066271,551.0,西安交通大学,自动化,湖北
8066272,550.0,西安交通大学,软件工程,湖北
8066273,551.0,西安交通大学,会计学,湖北
8066641,550.0,中国人民大学(苏州校区),金融学,湖北
8058897,550.0,华中科技大学,船舶与海洋工程,湖北
8064806,549.0,南开大学,经济学类,湖北
8064807,549.0,南开大学,金融学类,湖北
8064808,606.0,南开大学,工科试验班,湖北
8064809,565.0,南开大学,理科试验班,湖北
8064810,557.0,南开大学,理科试验班,湖北
8064811,551.0,南开大学,理科试验班,湖北
8064812,563.0,南开大学,临床医学,湖北
8065544,573.0,中国海洋大学,船舶与海洋工程,湖北
8064529,550.0,北京航空航天大学,工科试验班类,湖北
8066678,546.0,哈尔滨工业大学(威海),工科试验班,湖北
8066679,548.0,哈尔滨工业大学(威海),工科试验班,湖北
8066680,544.0,哈尔滨工业大学(威海),工科试验班,湖北
8066681,544.0,哈尔滨工业大学(威海),工科试验班,湖北
8066682,546.0,哈尔滨工业大学(威海),工科试验班,湖北
8066683,546.0,哈尔滨工业大学(威海),软件工程,湖北
8060285,544.0,南京大学,社会科学试验班,湖北
8060286,544.0,南京大学,人文科学试验班,湖北
8060287,544.0,南京大学,经济管理试验班,湖北
8060288,544.0,南京大学,汉语言文学,湖北
8060289,550.0,南京大学,英语,湖北
8060290,546.0,南京大学,德语,湖北
8065519,544.0,山东大学,临床医学,湖北
8065520,547.0,山东大学,临床医学,湖北
8066278,547.0,西北工业大学,数学类,湖北
8066279,543.0,西北工业大学,物理学类,湖北
8066280,550.0,西北工业大学,化学类,湖北
8066281,543.0,西北工业大学,力学类,湖北
8066282,547.0,西北工业大学,工程力学,湖北
8066283,549.0,西北工业大学,机械类,湖北
8066284,560.0,西北工业大学,材料类,湖北
8066285,552.0,西北工业大学,能源动力类,湖北
8066286,557.0,西北工业大学,电子信息类,湖北
8066287,543.0,西北工业大学,电子信息类,湖北
8066288,556.0,西北工业大学,柔性电子学,湖北
8066289,534.0,西北工业大学,自动化类,湖北
8066290,511.0,西北工业大学,计算机类,湖北
8066291,545.0,西北工业大学,计算机类,湖北
8066292,561.0,西北工业大学,软件工程,湖北
8066295,544.0,西北工业大学,航空航天类,湖北
8066296,550.0,西北工业大学,航空航天类,湖北
8066297,543.0,西北工业大学,航空航天类,湖北
8066298,552.0,西北工业大学,航空航天类,湖北
8066299,543.0,西北工业大学,航空航天类,湖北
8065940,544.0,中山大学,数学类,湖北
8065941,543.0,中山大学,物理学类,湖北
8065942,543.0,中山大学,化学类,湖北
8065943,543.0,中山大学,地理科学类,湖北
8065944,543.0,中山大学,材料类,湖北
8065945,543.0,中山大学,新能源科学与工程,湖北
8065946,543.0,中山大学,电子信息工程,湖北
8065947,543.0,中山大学,计算机类,湖北
8065948,543.0,中山大学,计算机类,湖北
8065949,543.0,中山大学,遥感科学与技术,湖北
8065950,543.0,中山大学,核工程与核技术,湖北
8058618,552.0,北京理工大学,工科试验班,湖北
8058619,561.0,北京理工大学,工科试验班,湖北
8058620,539.0,北京理工大学,理科试验班,湖北
8066251,539.0,西安交通大学,经济学类,湖北
8066274,539.0,西安交通大学,医学试验班,湖北
8064669,538.0,北京师范大学,理科试验班,湖北
8064670,548.0,北京师范大学,数学与应用数学,湖北
8064671,540.0,北京师范大学,物理学类,湖北
8064672,537.0,北京师范大学,化学,湖北
8064673,537.0,北京师范大学,地理科学类,湖北
8064674,537.0,北京师范大学,生物科学类,湖北
8064675,537.0,北京师范大学,心理学,湖北
8064676,537.0,北京师范大学,统计学,湖北
8064677,537.0,北京师范大学,人工智能,湖北
8064678,536.0,北京师范大学,计算机科学与技术,湖北
8064679,538.0,北京师范大学,环境科学与工程类,湖北
8064870,563.0,大连理工大学,数学类,湖北
8064871,542.0,大连理工大学,应用化学,湖北
8064872,536.0,大连理工大学,工程力学,湖北
8064873,536.0,大连理工大学,工程力学,湖北
8064874,536.0,大连理工大学,智能制造工程,湖北
8064875,536.0,大连理工大学,智能制造工程,湖北
8064876,536.0,大连理工大学,储能科学与工程,湖北
8064877,551.0,大连理工大学,电子信息类,湖北
8064878,537.0,大连理工大学,电子信息类,湖北
8064879,536.0,大连理工大学,电子科学与技术,湖北
8064880,536.0,大连理工大学,人工智能,湖北
8064881,536.0,大连理工大学,人工智能,湖北
8064882,536.0,大连理工大学,人工智能,湖北
8064883,536.0,大连理工大学,软件工程,湖北
8065981,536.0,华南理工大学,工科试验班,湖北
8065982,536.0,华南理工大学,工科试验班,湖北
8065983,536.0,华南理工大学,工科试验班,湖北
8065984,536.0,华南理工大学,数学类,湖北
8065985,536.0,华南理工大学,物理学类,湖北
8065986,536.0,华南理工大学,应用物理学,湖北
8065987,539.0,华南理工大学,化学类,湖北
8065988,536.0,华南理工大学,生物科学类,湖北
8065989,536.0,华南理工大学,机械类,湖北
8065990,537.0,华南理工大学,材料类,湖北
8065991,537.0,华南理工大学,电气类,湖北
8065992,546.0,华南理工大学,电气工程及其自动化,湖北
8065993,546.0,华南理工大学,信息工程,湖北
8065994,536.0,华南理工大学,信息工程,湖北
8065995,540.0,华南理工大学,自动化类,湖北
8065996,537.0,华南理工大学,自动化,湖北
8065997,546.0,华南理工大学,计算机类,湖北
8065998,544.0,华南理工大学,计算机科学与技术,湖北
8065999,536.0,华南理工大学,软件工程,湖北
8066000,536.0,华南理工大学,化工与制药类,湖北
8066001,536.0,华南理工大学,环境科学与工程类,湖北
8066002,538.0,华南理工大学,食品科学与工程类,湖北
8066003,536.0,华南理工大学,食品科学与工程,湖北
8066004,539.0,华南理工大学,建筑学,湖北
8066005,537.0,华南理工大学,临床医学,湖北
8066756,536.0,陆军军医大学,临床医学,湖北
8064505,533.0,北京交通大学,理科试验班类,湖北
8064579,535.0,北京邮电大学,理科试验班,湖北
8064580,528.0,北京邮电大学,电子信息类,湖北
8064581,533.0,北京邮电大学,通信工程,湖北
8064582,539.0,北京邮电大学,人工智能,湖北
8064583,537.0,北京邮电大学,自动化类,湖北
8064584,538.0,北京邮电大学,计算机类,湖北
8064585,537.0,北京邮电大学,软件工程,湖北
8064586,535.0,北京邮电大学,数字媒体技术,湖北
8059010,535.0,电子科技大学,数学类,湖北
8059011,533.0,电子科技大学,电子信息类,湖北
8059012,537.0,电子科技大学,电子信息类,湖北
